,missing_glove,missing_cn,missing_wn
tupac,1,1,1
var,1,1,0
gangstaz,1,1,1
tristeza,1,1,1
unblocked,1,0,0
browse,1,1,0
prosciutto,1,1,1
gelato,1,1,1
jay,1,1,0
bisexual,1,1,0
sheila,1,1,1
kadir,1,1,1
majid,1,1,1
network,1,0,0
legss,1,1,0
ala,1,1,1
keira,1,1,1
pesos,1,1,0
dash,1,1,0
popular,1,1,0
biri,1,1,1
m.i.a,1,1,1
pastor,1,0,0
brega,1,1,1
stoned,1,1,0
awwwwwwwwn,1,1,1
cellphone,1,1,0
adele,1,1,1
shannel,1,1,1
kry,1,1,1
ermosa,1,1,1
nu,1,1,1
superbug,1,1,0
direction,1,1,0
vol,1,1,1
soar,1,1,0
ksa,1,1,1
koran,1,1,0
novie,1,1,1
ent,1,1,1
alonee,1,1,1
shamari,1,1,1
sydni,1,1,1
chao,1,1,1
pilar,1,1,1
programa,1,1,1
nesha,1,1,1
menopause,1,1,0
askinn,1,1,1
tweetingg,1,1,1
accidently,1,0,1
ovahh,1,1,1
mots,1,1,0
dejavu,1,1,1
braceface,1,0,1
xzibit,1,1,1
pips,1,1,0
tadi,1,1,1
hmm,1,1,1
iate,1,1,1
pibb,1,1,1
hb,1,1,0
updatin,1,1,1
tinham,1,1,1
oook,1,1,1
sweater,1,1,0
rangoon,1,1,0
visible,1,1,0
releases,1,1,0
appear,1,1,0
naynay,1,1,1
gaay,1,1,1
premier,1,1,0
tarnished,1,1,0
preddy,1,1,1
eatten,1,1,1
toque,1,1,0
tania,1,1,1
clair,1,0,1
anonymous,1,1,0
bloom,1,1,0
form,1,1,0
jovan,1,1,1
hearsay,1,1,0
marqus,1,1,1
dazing,1,1,0
jayson,1,1,1
chipmunk,1,0,1
hoarse,1,1,0
hablado,1,1,1
janiya,1,1,1
greyish,1,0,0
muxh,1,1,1
manyy,1,1,1
unit,1,1,0
vampires,1,1,0
beverly,1,1,1
huntington,1,0,0
waked,1,1,0
qave,1,1,1
henna,1,1,1
keyshawn,1,1,1
javaris,1,1,1
cutie,1,0,1
hunk,1,1,0
ox,1,1,0
facial,1,1,0
shelle,1,1,1
takia,1,1,1
mental,1,1,0
huffman,1,1,1
interviewed,1,1,0
wearing,1,1,0
body,1,1,0
dress,1,1,0
peplum,1,1,0
independently,1,0,0
nggak,1,1,1
rapi,1,1,1
spice,1,0,0
cream,1,1,0
springer,1,1,0
jalen,1,1,1
stan,1,1,1
shayy,1,1,1
alergic,1,1,1
essex,1,1,0
kamron,1,1,1
rf,1,1,0
haventt,1,1,1
thinkinq,1,1,1
lookin,1,1,1
chesney,1,1,1
benjis,1,1,1
oscar,1,1,0
johnny,1,0,0
jeff,1,1,1
swaps,1,1,0
gia,1,1,0
copier,1,1,0
tango,1,1,1
revolver,1,1,0
walnuts,1,1,0
sopa,1,1,1
lexxi,1,1,1
gg,1,1,1
loso,1,1,1
sighting,1,1,0
asian,1,1,0
german,1,1,0
didnt,1,1,1
came,1,1,0
basic,1,1,0
ritter,1,0,1
glide,1,1,0
tommy,1,1,1
poissons,1,1,1
stupid,1,0,0
kill,1,1,0
pancake,1,1,0
nicks,1,1,0
myles,1,1,1
jeffery,1,0,1
flightn,1,1,1
anti-,1,1,1
perm,1,1,0
gully,1,0,1
jamila,1,1,1
`,1,1,1
-,1,1,1
tarsha,1,1,1
grahams,1,1,0
skrg,1,1,1
moslems,1,0,0
celeb,1,0,1
paused,1,1,0
krystina,1,1,1
wn,1,1,1
tays,1,1,0
rien,1,1,1
feedin,1,1,1
poem,1,0,0
tracey,1,1,1
loop,1,0,0
harriet,1,0,1
thelma,1,1,1
boxx,1,1,1
coutin,1,1,1
notifying,1,1,0
korra,1,1,1
originally,1,0,0
psl,1,0,1
sayen,1,1,1
asfuck,1,1,1
branden,1,0,1
besti,1,1,1
flipped,1,1,0
blasted,1,1,0
pixie,1,1,0
proyek,1,1,1
hoochies,1,1,1
aquiee,1,1,1
irrelevant,1,1,1
merk,1,1,1
fillet,1,1,0
whopper,1,0,0
publica,1,1,1
cms,1,1,0
laughen,1,1,1
living,1,1,0
hll,1,1,1
halls,1,1,0
podcast,1,1,1
gmm,1,1,1
yearz,1,1,1
mikee,1,1,1
repeater,1,0,0
forehead,1,1,0
trece,1,1,1
taa,1,1,1
czn,1,1,1
swaggy,1,1,1
jaylin,1,1,1
poodie,1,1,1
giant,1,0,0
dislike,1,1,0
fyna,1,1,1
mnatap,1,1,1
bernyanyi,1,1,1
hits,1,1,0
retros,1,0,0
dres,1,1,1
tisa,1,1,1
converses,1,1,0
organisms,1,1,0
golem,1,1,0
lwa,1,1,1
melaine,1,1,1
vms,1,1,1
brr,1,0,1
revis,1,1,1
flattering,1,1,0
crossing,1,0,0
household,1,1,0
products,1,1,0
hwk,1,1,1
profondi,1,1,1
otak,1,1,1
quanny,1,1,1
callback,1,0,0
referred,1,1,0
ps,1,1,0
luggage,1,1,0
swanging,1,1,1
bougie,1,1,1
opium,1,1,1
katli,1,1,1
kil,1,1,1
flushed,1,0,0
pubes,1,1,0
brows,1,1,0
shrink,1,1,0
jeffin,1,1,1
clucking,1,1,0
combined,1,1,0
nuria,1,1,1
e_e,1,1,1
snapshot,1,1,0
vidz,1,1,1
fp,1,1,1
arr,1,1,1
tinner,1,1,0
langerie,1,1,1
booc,1,1,1
chinatown,1,1,1
projets,1,1,1
bbqin,1,1,1
exonerated,1,1,0
voices,1,1,0
lanier,1,1,1
convenience,1,1,0
druuuunk,1,1,1
virginity,1,0,1
boyfriends,1,1,0
wrinkle,1,1,0
yeast,1,1,0
improved,1,0,0
boosted,1,1,0
blasting,1,1,0
demond,1,1,1
appointment,1,1,0
bryson,1,1,1
lonzo,1,1,1
junebug,1,1,1
perbuatan,1,1,1
tunechi,1,1,1
universally,1,0,1
latenight,1,1,1
effectively,1,1,0
misquote,1,0,0
blocks,1,1,0
romes,1,1,0
advantages,1,1,0
babydaddy,1,1,1
tawk,1,0,1
filed,1,1,0
hubbie,1,1,1
minum,1,1,1
slingshots,1,1,0
noize,1,1,1
breakingnews,1,1,1
womanhood,1,1,0
schleeep,1,1,1
moselle,1,0,0
slaapen,1,1,1
diehard,1,1,0
shutdown,1,1,0
cele,1,1,1
much,1,1,0
hell,1,1,0
thats,1,1,1
liike,1,1,1
oldschool,1,1,1
gated,1,1,0
obtainable,1,1,0
bash,1,1,0
lucky,1,0,0
grail,1,1,0
tubb,1,1,1
shittier,1,1,1
rental,1,1,0
parsons,1,1,0
loren,1,0,0
yhuu,1,1,1
myy,1,1,1
fxxking,1,1,1
cameback,1,1,1
feelingmyself,1,1,1
peepz,1,1,1
lard,1,1,0
limes,1,1,0
tomatoes,1,1,0
colleagues,1,0,0
snce,1,1,1
tainted,1,1,0
consecutively,1,1,1
miney,1,1,1
sexily,1,1,1
nilly,1,1,1
cspire,1,1,1
unk,1,1,1
debs,1,1,0
linee,1,1,1
shiny,1,1,0
juvenile,1,1,0
urges,1,1,0
develop,1,1,0
h.w,1,1,1
fergs,1,1,1
yikin,1,1,1
foodz,1,1,1
friendds,1,1,1
blazin,1,1,1
takin,1,0,0
kmrn,1,1,1
jermey,1,1,1
woodward,1,1,0
kirkwood,1,1,1
guitar,1,1,1
vocal,1,1,0
bikee,1,1,1
hannen,1,1,1
yetu,1,1,1
useless,1,1,1
shite,1,1,0
fuckedup,1,1,1
masterchef,1,1,1
oman,1,0,0
sissy,1,1,0
getin,1,1,1
cuming,1,1,1
cryd,1,1,1
gbono,1,1,1
flatten,1,1,0
wedlock,1,1,0
apnea,1,1,1
bopped,1,1,0
fags,1,1,0
darkskin,1,1,1
intrigues,1,1,0
enuff,1,1,1
ion,1,1,1
twonn,1,1,1
aleya,1,1,1
dalvin,1,1,1
dashiki,1,1,0
shocked,1,1,0
destroyer,1,1,0
biz,1,1,0
stadin,1,1,1
bellyring,1,1,1
collegeville,1,1,1
mest,1,1,0
gt,1,1,1
m.b,1,1,1
mamaa,1,1,1
chillis,1,1,0
collecting,1,1,0
groceries,1,1,0
scenery,1,1,0
prescribe,1,0,0
wonderwall,1,1,1
dolor,1,1,0
mink,1,1,0
togetha,1,1,1
blakc,1,1,1
amirr,1,1,1
mistresses,1,1,0
talkinng,1,1,1
lke,1,1,1
bentley,1,1,1
minivan,1,1,1
lyin,1,1,1
heffa,1,1,1
smoother,1,1,0
mumbled,1,1,0
ait,1,0,1
enjoying,1,1,0
payless,1,1,1
kpp,1,1,1
oonf,1,1,1
tweek,1,1,1
alcuni,1,1,1
brookhaven,1,1,1
frontin,1,1,1
nds,1,1,0
sharpies,1,1,0
outrageous,1,1,0
bogus,1,1,0
offset,1,1,0
distributed,1,1,0
gerad,1,1,1
politicking,1,1,0
confined,1,1,0
oye,1,1,1
wizardry,1,1,0
socialoop,1,1,1
hing,1,1,1
landlord,1,1,1
schoool,1,1,1
costumes,1,1,0
masks,1,1,0
roam,1,1,0
maverick,1,1,0
yestarday,1,1,1
mixes,1,1,0
essays,1,1,0
ssome,1,1,1
system,1,1,0
sings,1,1,0
jetlife,1,1,1
skn,1,1,1
wag,1,0,0
goomba,1,1,1
crabs,1,1,0
awd,1,1,1
kymani,1,1,1
tweeeet,1,1,1
flipagram,1,1,1
fedz,1,1,1
tit,1,1,0
aloof,1,1,0
employment,1,1,0
agencies,1,1,0
wassup,1,1,1
dic,1,1,1
restraining,1,1,0
sop,1,1,0
med,1,1,0
arque,1,1,1
risked,1,1,0
havi,1,1,1
frie,1,1,1
cruch,1,1,1
resistance,1,1,0
dank,1,1,0
engle,1,0,1
garba,1,1,1
biotic,1,1,1
devilishly,1,1,0
trabaja,1,1,1
reel,1,1,0
hurry,1,1,0
unis,1,1,1
lione,1,1,1
p.h,1,1,1
institutions,1,1,0
lawyers,1,1,0
exclamation,1,1,0
reconnect,1,1,1
shwer,1,1,1
curing,1,1,0
rele,1,1,1
firm,1,1,0
frontn,1,1,1
coatza,1,1,1
motorcycles,1,1,0
twaching,1,1,1
tweak,1,1,0
likr,1,1,1
wells,1,1,0
worser,1,1,0
corsica,1,1,0
walk,1,0,0
bruise,1,1,0
jeffy,1,1,1
danaa,1,1,1
cityview,1,1,1
serving,1,1,0
dlh,1,1,1
mcv,1,1,1
grip,1,1,0
marlin,1,1,1
oll,1,1,1
kinsman,1,1,1
smkn,1,1,1
scientist,1,1,1
stfu,1,1,1
convosations,1,1,1
jembatan,1,1,1
bendiga,1,1,1
disfruta,1,1,1
loops,1,1,0
treasure,1,1,0
pash,1,1,1
zown,1,1,1
chyt,1,1,1
shyyt,1,1,1
cha,1,1,1
powernap,1,1,1
stooped,1,0,0
reevaluated,1,1,0
cemented,1,1,0
pueden,1,1,1
debo,1,1,1
freshy,1,1,1
nbc,1,1,1
arcade,1,1,0
cookiess,1,1,0
bettery,1,1,1
cooler,1,1,0
tails,1,1,0
pastelitos,1,1,1
tolerable,1,1,0
eerbody,1,1,1
thatss,1,1,1
dranking,1,1,1
coughed,1,0,0
seals,1,0,0
firefighter,1,0,0
turon,1,1,1
debt,1,1,1
mighty,1,0,0
grunts,1,1,0
cherryhill,1,1,1
drizzles,1,1,0
ugli,1,1,0
bich,1,1,1
hyped,1,1,0
atthesamedamntime,1,1,1
dover,1,1,0
miqht,1,1,1
mufukas,1,1,1
mufckas,1,1,1
virgo,1,1,0
ity,1,1,1
giffing,1,1,1
maxing,1,1,1
reach,1,1,0
kmren,1,1,1
rockss,1,1,0
tha,1,1,1
thx,1,0,1
eyelash,1,0,0
bcm,1,1,1
result,1,1,0
behavior,1,1,0
twerkers,1,1,1
grump,1,1,0
dependin,1,1,1
tweeker,1,1,1
tolm,1,1,1
worring,1,1,1
horrified,1,1,0
jawabnya,1,1,1
gzz,1,1,1
eron,1,1,1
whitehaven,1,1,1
normally,1,1,0
phife,1,1,1
bvc,1,1,1
icould,1,1,1
budgets,1,1,0
tripple,1,1,1
concepts,1,1,0
talkig,1,1,1
widows,1,1,0
yy,1,1,1
kaaay,1,1,1
thankchu,1,1,1
vow,1,1,0
fundraising,1,1,0
massive,1,1,0
deviled,1,1,0
daf,1,1,1
shined,1,1,0
housewife,1,1,0
holder,1,0,0
ima,1,1,1
till,1,1,0
bailing,1,1,0
brandnew,1,1,1
dunkers,1,1,0
obtain,1,0,0
ilose,1,1,1
conversant,1,1,0
oke,1,0,1
swain,1,1,0
blanton,1,1,1
joyner,1,1,1
weeding,1,1,0
indecisive,1,1,1
sexing,1,1,0
americanhorrorstory,1,1,1
bofl,1,1,1
iden,1,1,1
evrywhere,1,1,1
donw,1,1,1
wante,1,1,1
arguments,1,1,0
platter,1,1,0
appetizer,1,1,0
sizzling,1,1,0
rika,1,1,1
tearin,1,1,1
coughin,1,1,1
weakaf,1,1,1
kilin,1,1,1
spot,1,0,0
patrone,1,1,1
crossland,1,1,1
sickens,1,1,0
bummed,1,0,0
anticipating,1,0,0
dropout,1,0,1
wiggling,1,1,0
twirling,1,0,0
crossed,1,1,0
chell,1,1,1
bezwen,1,1,1
damou,1,1,1
nighty,1,1,1
fuckthepolice,1,1,1
travels,1,1,0
tare,1,0,0
smark,1,1,1
lawsuits,1,1,0
invest,1,1,0
wknds,1,1,1
gradual,1,1,1
rwt,1,1,1
connecticut,1,1,0
acrobatics,1,1,0
zoid,1,0,1
postponed,1,1,0
naia,1,1,1
cicero,1,0,0
mcauley,1,1,1
suckaz,1,1,1
liscense,1,1,1
commandments,1,1,0
revolutionary,1,1,0
challenged,1,1,0
ohhkayy,1,1,1
sleepp,1,1,1
trucked,1,0,0
luckyy,1,1,1
stalled,1,1,0
grah,1,1,1
radiance,1,1,0
shock,1,1,0
dazzle,1,1,0
toothed,1,1,0
crossroads,1,0,0
absoul,1,1,1
loudpack,1,1,1
craves,1,1,0
destructive,1,1,1
positioned,1,1,0
mehn,1,1,1
stillz,1,1,1
niqqah,1,1,1
misunderstand,1,1,0
mannered,1,1,1
wantes,1,1,0
rod,1,1,0
blade,1,1,0
gauge,1,0,0
interupt,1,1,1
embargo,1,0,0
symbolic,1,1,0
bribing,1,1,0
tweeple,1,1,1
champange,1,1,1
jaws,1,1,0
techs,1,1,0
dispatchers,1,1,0
nitpick,1,1,1
trapeze,1,1,1
outloud,1,1,1
bleep,1,1,0
toying,1,1,0
wiffy,1,1,1
liebst,1,1,1
compete,1,1,0
musky,1,1,1
cures,1,1,0
slobs,1,1,0
conducts,1,1,0
controlling,1,1,0
respectin,1,1,1
basment,1,1,1
leadership,1,1,0
talent,1,0,0
ihtt,1,1,1
logic,1,1,0
speculate,1,1,0
bkuz,1,1,1
cux,1,1,1
stopit,1,1,1
discriminating,1,1,0
hangovers,1,1,0
jobb,1,1,1
bgaduh,1,1,1
wrecker,1,1,0
duties,1,0,0
cig,1,1,1
ganggu,1,1,1
fux,1,1,1
giva,1,1,1
masterplan,1,1,1
muhhfucka,1,1,1
nightlife,1,1,0
teamer,1,1,1
lugz,1,1,1
brilliance,1,1,0
graps,1,1,1
abbreviating,1,1,0
gush,1,1,0
seatbelts,1,1,0
sockets,1,1,0
wipers,1,1,0
pilly,1,1,1
excitement,1,1,0
rains,1,1,0
apologie,1,1,1
cornerback,1,1,1
fyo,1,1,1
bigs,1,1,1
tolt,1,1,1
routines,1,1,0
ginding,1,1,1
treasurer,1,1,0
servive,1,1,1
dek,1,1,1
loh,1,1,1
titty,1,1,0
jabs,1,1,0
orchestra,1,1,1
neway,1,1,1
forcast,1,1,1
doctrine,1,1,0
psalms,1,1,0
sphere,1,0,0
eastlake,1,1,1
won,1,1,0
imsotiredof,1,1,1
fckit,1,1,1
extend,1,1,0
attempt,1,1,0
stanky,1,0,1
meditar,1,1,1
complexed,1,1,1
hothead,1,1,0
watter,1,1,1
duah,1,1,1
ies,1,1,0
heaad,1,1,1
decorating,1,1,0
allies,1,1,0
buuuuuuuut,1,1,1
symphony,1,1,0
feelme,1,1,1
whybother,1,1,1
witchall,1,1,1
wicha,1,1,1
judiciary,1,1,0
sut,1,1,1
allstar,1,1,1
varisty,1,1,1
conduct,1,1,0
beleive,1,1,1
neworleans,1,1,1
disinfect,1,1,1
upright,1,1,0
crazies,1,1,0
rubberband,1,1,1
panther,1,1,0
tackling,1,1,0
spellin,1,1,1
uuuuu,1,1,1
yahyah,1,1,1
possession,1,1,0
comprehend,1,1,0
preachin,1,1,1
shal,1,1,1
ccan,1,1,1
scurr,1,1,1
justmyopinion,1,1,1
somebodii,1,1,1
implicitly,1,1,1
f'ing,1,1,1
woop,1,1,1
tyedye,1,1,1
julians,1,1,0
sheilaa,1,1,1
niit,1,1,1
elastic,1,1,0
s'mores,1,1,1
sod,1,1,0
lightwork,1,1,1
wlda,1,1,1
thatts,1,1,1
altering,1,1,0
wabt,1,1,1
faceahh,1,1,1
cuk,1,1,1
rek,1,1,1
watchu,1,1,1
i.hate,1,1,1
moodd,1,1,1
omgod,1,1,1
laaawwwd,1,1,1
washin,1,1,1
nextt,1,1,1
lookie,1,1,1
goer,1,1,0
beleve,1,1,1
swinging,1,1,0
crawl,1,1,0
afforded,1,1,0
colonized,1,1,0
c'mon,1,1,1
faucet,1,1,0
gnomes,1,1,0
hugg,1,1,1
supo,1,1,1
llores,1,1,1
idontt,1,1,1
kenpachi,1,1,1
growers,1,0,0
incubator,1,1,0
wutt,1,1,1
killyoself,1,1,1
gomd,1,1,1
worldcup,1,1,1
jodiarias,1,1,1
beer,1,1,1
shotgun,1,1,0
dung,1,1,0
sheeshh,1,1,1
lbvvvs,1,1,1
resuscitation,1,1,1
tomor,1,1,1
terrific,1,1,0
principle,1,1,0
turnpike,1,1,0
woaah,1,1,1
fuuuuuck,1,1,1
daaam,1,1,1
bitcg,1,1,1
justifiable,1,1,1
roadtrip,1,1,1
dmna,1,1,1
suckka,1,1,1
sendoff,1,1,1
scariest,1,1,0
bestest,1,1,0
passeth,1,1,1
happenn,1,1,1
drunkinlove,1,1,1
bookies,1,1,0
bandss,1,1,0
coaxed,1,1,0
nbatv,1,1,1
teamadam,1,1,1
albumoftheyear,1,1,1
gmes,1,1,1
stride,1,1,0
maurier,1,1,1
sisas,1,1,1
endeavors,1,1,0
quemar,1,1,1
crine,1,1,1
brake,1,1,0
glowie,1,1,1
yaas,1,1,1
fuckon,1,1,1
okkie,1,1,1
foreel,1,1,1
twists,1,1,0
handedly,1,1,1
workhardplayhard,1,1,1
judgement,1,0,0
consequences,1,1,0
ihaveadream,1,1,1
dubies,1,1,1
getho,1,1,1
tomahawk,1,0,0
provably,1,1,0
approving,1,1,0
unordinary,1,1,1
saynomo,1,1,1
sips,1,1,0
narcissist,1,1,0
greenbay,1,1,1
tfoh,1,1,1
hopr,1,1,1
underdog,1,1,1
hitters,1,1,0
strippa,1,1,1
salutes,1,0,0
penales,1,1,1
seep,1,1,0
votewhatmakesyoubeautiful,1,1,1
whateva,1,1,1
hhs,1,1,0
iowa,1,1,0
diffrence,1,1,1
dragonballs,1,1,1
pats,1,0,0
btcc,1,1,1
shank,1,1,0
chipper,1,1,0
interception,1,1,1
nengndi,1,1,1
fukkd,1,1,1
thrower,1,1,0
toughen,1,1,1
fucx,1,1,1
retwe,1,1,1
snowball,1,0,0
tailgate,1,1,0
chuurch,1,1,1
fyb,1,1,1
wooooord,1,1,1
rubba,1,1,1
erases,1,1,0
demora,1,1,1
ibroke,1,1,1
paynes,1,1,1
melhor,1,1,1
chocolates,1,0,0
amigo,1,1,1
vive,1,1,1
videos,1,1,0
dengan,1,1,1
mcm,1,1,1
malaysia,1,1,0
mimi,1,1,1
lopes,1,1,0
lizzy,1,0,1
requests,1,1,0
emails,1,1,0
ff,1,1,1
maldito,1,1,1
twitters,1,1,0
folders,1,1,0
rares,1,1,1
kayden,1,1,1
pll,1,1,1
shia,1,1,0
memo,1,1,0
fragile,1,1,0
gf,1,1,1
acounts,1,1,1
shared,1,1,0
simpson,1,1,0
marilyn,1,1,1
arrive,1,1,0
quoi,1,1,1
anggota,1,1,1
ke,1,1,1
gigas,1,1,1
toma,1,1,1
boosie,1,1,1
designer,1,1,0
opa,1,1,1
hija,1,1,1
wa,1,1,0
q,1,1,0
tela,1,1,1
hemorrhoids,1,1,0
pixels,1,1,0
removed,1,1,0
taxis,1,1,0
cool,1,1,0
ponds,1,1,0
memancarkan,1,1,1
goma,1,1,0
bonus,1,0,0
tiz,1,1,1
reacquainted,1,1,0
boris,1,1,1
novia,1,1,1
costumbre,1,1,1
neice,1,1,1
briefly,1,1,0
moe,1,1,1
xenia,1,1,1
sufferin,1,1,1
hungry,1,1,0
slpy,1,1,1
scaredd,1,1,1
brother,1,1,0
gave,1,1,0
agredecido,1,1,1
brinks,1,1,0
williams,1,1,0
sedan,1,1,0
siendo,1,1,1
tan,1,1,0
medicines,1,1,0
buffering,1,1,0
mole,1,1,0
christened,1,1,0
stationed,1,1,0
fragil,1,1,1
backstage,1,1,0
tamarro,1,1,1
veey,1,1,1
xl,1,1,0
kutuk,1,1,1
randi,1,1,1
gtn,1,1,1
marcando,1,1,1
goodenough,1,1,1
samone,1,1,1
vlog,1,1,1
tuyos,1,1,1
personas,1,1,0
groped,1,1,0
cash,1,1,0
sender,1,1,0
gab,1,1,0
archive,1,1,0
patra,1,1,1
religiously,1,1,0
tilapia,1,1,0
maroon,1,1,0
sel,1,1,1
outter,1,1,1
krim,1,1,1
boleh,1,1,1
ffbak,1,1,1
tented,1,0,0
cae,1,1,1
hypnotized,1,1,0
loulou,1,1,1
cambria,1,1,0
podcasts,1,1,0
hunter,1,0,0
derek,1,1,1
bling,1,1,0
sweetdreamss,1,1,1
ki,1,1,0
yana,1,1,0
aunties,1,0,0
erby,1,1,1
eczema,1,1,1
simmie,1,1,1
sedangkan,1,1,1
bukan,1,1,1
melly,1,1,1
cheerful,1,1,0
mango,1,1,0
nf,1,1,1
merchandise,1,1,0
drummond,1,1,1
monteith,1,0,1
drk,1,1,1
fabolous,1,1,1
liyah,1,1,1
innocents,1,1,0
negocios,1,1,1
hawt,1,1,1
najee,1,1,1
tyquan,1,1,1
vents,1,1,0
luaghing,1,1,1
chinos,1,1,0
ase,1,1,1
interested,1,1,0
lambs,1,1,0
royce,1,1,1
stevie,1,1,1
fbb,1,1,1
purged,1,1,0
bomd,1,1,1
twatchinn,1,1,1
jermain,1,1,1
tbb,1,1,1
batch,1,1,0
thouu,1,1,1
guerrero,1,1,1
fernando,1,1,1
presidente,1,1,1
paroles,1,1,0
piercings,1,1,0
cano,1,1,1
nass,1,1,0
magazines,1,1,0
levantou,1,1,1
richy,1,1,1
moochie,1,1,1
swazy,1,1,1
aniyah,1,1,1
cuteness,1,1,0
dayja,1,1,1
fatdaddy,1,1,1
daizha,1,1,1
werd,1,1,1
recently,1,1,0
footage,1,1,1
accomplished,1,1,0
ahoy,1,1,1
becoming,1,1,0
musical,1,1,0
geldi,1,1,1
angsty,1,1,1
rassures,1,1,1
pepperoni,1,1,1
kadijah,1,1,1
kyia,1,1,1
sexie,1,1,1
alijah,1,1,1
enslaved,1,1,0
picss,1,1,0
embassies,1,1,0
tmoney,1,1,1
datpiff,1,1,1
whorin,1,1,1
tethered,1,1,0
poutin,1,1,1
eriel,1,1,1
herbs,1,0,0
whoopins,1,1,1
wb,1,1,0
webs,1,0,0
morgue,1,1,0
nace,1,1,1
penut,1,1,1
greenlight,1,0,1
hotspots,1,1,0
tokens,1,1,0
buruan,1,1,1
mads,1,1,1
obsession,1,1,0
rest,1,1,0
coolan,1,1,1
finlay,1,1,1
selling,1,1,0
cost,1,0,0
toy,1,1,0
ims,1,1,1
formal,1,1,0
kook,1,1,0
mawmaw,1,1,1
tboz,1,1,1
shawanda,1,1,1
askin,1,1,1
issac,1,1,1
killstreak,1,1,1
omh,1,1,1
norm,1,1,0
anime,1,1,0
fantasy,1,1,0
sunburn,1,1,0
iba,1,1,1
textme,1,1,1
launching,1,0,0
shera,1,1,1
choses,1,1,1
lequel,1,1,1
fa,1,1,1
knots,1,1,0
waffer,1,1,1
plowed,1,1,0
shys,1,1,0
zaxby,1,1,1
greets,1,1,0
dooper,1,1,1
accidental,1,1,0
tutu,1,1,0
mha,1,1,1
fur,1,1,0
bunnies,1,1,0
crocodile,1,1,1
lyke,1,1,1
arsene,1,1,1
milonakis,1,1,1
brooklynn,1,1,1
flexible,1,0,0
immunology,1,0,1
special,1,1,0
apply,1,1,0
take,1,1,0
back,1,1,0
italia,1,1,0
eko,1,1,1
smsku,1,1,1
immaa,1,1,1
qonee,1,1,1
kewl,1,1,1
dotted,1,1,0
brim,1,1,0
css,1,1,0
spiderman,1,1,1
mool,1,1,1
decoy,1,1,0
smushed,1,1,1
prissy,1,0,0
mambu,1,1,1
ste,1,1,1
blackout,1,1,0
sponge,1,1,0
theives,1,1,1
haaaaapppy,1,1,1
buttermilk,1,0,1
foofoo,1,1,1
handin,1,1,1
vibee,1,1,1
drei,1,1,1
staright,1,1,1
consumers,1,1,0
ijst,1,1,1
buggy,1,1,0
dupa,1,1,1
ns,1,0,0
fh,1,1,1
poncho,1,1,1
namess,1,1,0
smuts,1,1,0
olfato,1,1,1
ciana,1,1,1
suv,1,1,0
olvidado,1,1,1
barrage,1,1,0
cruce,1,1,1
conjuring,1,0,0
hiver,1,0,1
turkey,1,1,0
meat,1,0,0
ronny,1,1,1
carbs,1,1,1
paa,1,1,1
enserio,1,1,1
ediyorum,1,1,1
spike,1,1,0
mingle,1,1,0
hairstyle,1,1,0
lazy,1,1,0
azael,1,1,1
kelsie,1,1,1
marv,1,1,1
mastered,1,1,0
hubbell,1,1,1
laced,1,0,0
hoooooot,1,1,1
potbelly,1,1,0
cold,1,1,0
acontecimento,1,1,1
thisz,1,1,1
fwm,1,1,1
lilwayne,1,1,1
ugk,1,1,1
vetta,1,1,1
techno,1,1,1
fusion,1,1,0
kamaria,1,1,1
shanique,1,1,1
sambil,1,1,1
booms,1,1,0
skateboarder,1,1,1
anton,1,1,1
salin,1,1,1
jpk,1,1,1
laquinta,1,1,1
bnk,1,1,1
meters,1,1,0
scripted,1,1,0
threatens,1,1,0
nicotine,1,1,1
diriku,1,1,1
tba,1,1,1
jbh,1,1,1
rr,1,1,1
feud,1,1,1
ileft,1,1,1
supermom,1,1,1
stepdaddy,1,0,1
same,1,0,0
happened,1,0,0
jerseys,1,1,0
twittttter,1,1,1
dude,1,1,0
mye,1,1,1
press,1,1,0
kav,1,1,1
walkinn,1,1,1
hehehehehe,1,1,1
uniform,1,1,0
undressing,1,1,0
neuro,1,1,1
appoints,1,0,0
execs,1,1,0
deans,1,0,0
garment,1,1,0
fire,1,1,0
couleurs,1,1,1
chelle,1,1,1
coogi,1,1,1
belted,1,1,0
exterior,1,1,0
dilema,1,1,1
concept,1,1,0
reality,1,1,0
ovet,1,1,1
pleasr,1,1,1
wlkn,1,1,1
runing,1,1,0
repitir,1,1,1
loden,1,1,1
runder,1,1,1
midair,1,1,1
scarlette,1,1,1
cray,1,0,1
crudely,1,1,0
disclaimers,1,1,0
chirping,1,1,0
firing,1,1,0
cellophane,1,1,1
dr.phil,1,1,1
stye,1,1,0
glamorous,1,1,0
zooted,1,1,1
donezo,1,1,1
weaaaak,1,1,1
masses,1,0,0
boooring,1,1,1
veteran,1,1,0
pond,1,1,0
takinq,1,1,1
missingg,1,1,1
grinders,1,1,0
borrowed,1,1,0
jw,1,1,1
bracy,1,1,1
almst,1,1,1
tittied,1,1,1
hights,1,1,1
fagit,1,1,1
babyy,1,1,1
xfinity,1,1,1
casee,1,1,1
residing,1,1,0
txr,1,1,1
goodmoring,1,1,1
familytime,1,1,1
alka,1,1,1
recognized,1,1,0
celebrated,1,1,0
teddybear,1,1,1
karatechop,1,1,1
dehydration,1,1,0
raider,1,1,0
warrior,1,1,1
amat,1,1,1
kok,1,1,1
todau,1,1,1
skateboards,1,1,0
